AGREEMENT,QUOTENUMBER,REVISION,METERID,AGREE_START_DATE,PR_RELEASED_DATE,MAXPARSEDUIDRAW,RECENT_PARSED_FOR_PR,MAXEWORXFORECASTID,A.MAXEWORXFORECASTID||'.JSON',EW_ANNUAL_CONSUMPTION
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1411293109,07/01/2018,06/19/2018,"2,504,327",05/22/2018,20171103122703121000_NYISO_NIMO_1411293109,20171103122703121000_NYISO_NIMO_1411293109.json,"222,470"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8681410111,07/01/2018,06/19/2018,"2,504,329",05/22/2018,20171103123101485000_NYISO_NIMO_8681410111,20171103123101485000_NYISO_NIMO_8681410111.json,"331,760"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_7775112105,07/01/2018,06/08/2018,"2,504,330",05/22/2018,20171103121903834000_NYISO_NIMO_7775112105,20171103121903834000_NYISO_NIMO_7775112105.json,"756,770"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1245135103,07/01/2018,06/19/2018,"2,504,332",05/22/2018,20171103122902400000_NYISO_NIMO_1245135103,20171103122902400000_NYISO_NIMO_1245135103.json,"399,870"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_5515112101,07/01/2018,06/19/2018,"2,504,334",05/22/2018,20171103122201581000_NYISO_NIMO_5515112101,20171103122201581000_NYISO_NIMO_5515112101.json,"114,900"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0871293104,07/01/2018,06/19/2018,"2,504,335",05/22/2018,20171103122503079000_NYISO_NIMO_0871293104,20171103122503079000_NYISO_NIMO_0871293104.json,"238,770"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0298136008,07/01/2018,06/19/2018,"2,504,336",05/22/2018,20171103123004016000_NYISO_NIMO_0298136008,20171103123004016000_NYISO_NIMO_0298136008.json,"191,900"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1645135101,07/01/2018,06/19/2018,"2,504,338",05/22/2018,20171103123002352000_NYISO_NIMO_1645135101,20171103123002352000_NYISO_NIMO_1645135101.json,"64,820"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_4676326108,07/01/2018,06/19/2018,"2,504,339",05/22/2018,20171103122402565000_NYISO_NIMO_4676326108,20171103122402565000_NYISO_NIMO_4676326108.json,"446,300"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_4525124103,07/01/2018,06/19/2018,"2,504,342",05/22/2018,20171103122704742000_NYISO_NIMO_4525124103,20171103122704742000_NYISO_NIMO_4525124103.json,"42,462"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_3135048004,07/01/2018,06/19/2018,"2,504,343",05/22/2018,20171103121803780000_NYISO_NIMO_3135048004,20171103121803780000_NYISO_NIMO_3135048004.json,"176,530"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0623040013,07/01/2018,06/19/2018,"2,504,345",05/22/2018,20171103122602267000_NYISO_NIMO_0623040013,20171103122602267000_NYISO_NIMO_0623040013.json,"11,007"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_7986324106,07/01/2018,06/19/2018,"2,504,346",05/22/2018,20171103122603761000_NYISO_NIMO_7986324106,20171103122603761000_NYISO_NIMO_7986324106.json,"187,220"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_7485137109,07/01/2018,06/19/2018,"2,504,347",05/22/2018,20171103122702641000_NYISO_NIMO_7485137109,20171103122702641000_NYISO_NIMO_7485137109.json,850
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8101264106,07/01/2018,06/19/2018,"2,504,348",05/22/2018,20171103121802554000_NYISO_NIMO_8101264106,20171103121802554000_NYISO_NIMO_8101264106.json,"84,079"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_6145123106,07/01/2018,06/19/2018,"2,504,349",05/22/2018,20171103122801398000_NYISO_NIMO_6145123106,20171103122801398000_NYISO_NIMO_6145123106.json,"38,091"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_2355037000,07/01/2018,06/19/2018,"2,504,353",05/22/2018,20171103122604790000_NYISO_NIMO_2355037000,20171103122604790000_NYISO_NIMO_2355037000.json,"202,640"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1174632002,07/01/2018,06/19/2018,"2,504,354",05/22/2018,20171103122803209000_NYISO_NIMO_1174632002,20171103122803209000_NYISO_NIMO_1174632002.json,"25,242"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8834929107,07/01/2018,06/19/2018,"2,504,357",05/22/2018,20171103123102097000_NYISO_NIMO_8834929107,20171103123102097000_NYISO_NIMO_8834929107.json,"21,598"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1265135109,07/01/2018,06/19/2018,"2,504,358",05/22/2018,20171103122902583000_NYISO_NIMO_1265135109,20171103122902583000_NYISO_NIMO_1265135109.json,"42,138"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1785135105,07/01/2018,06/19/2018,"2,504,359",05/22/2018,20171103122504408000_NYISO_NIMO_1785135105,20171103122504408000_NYISO_NIMO_1785135105.json,"318,230"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1251293107,07/01/2018,06/19/2018,"2,504,361",05/22/2018,20171103121802439000_NYISO_NIMO_1251293107,20171103121802439000_NYISO_NIMO_1251293107.json,"320,720"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8321264106,07/01/2018,06/19/2018,"2,504,362",05/22/2018,20171103122402103000_NYISO_NIMO_8321264106,20171103122402103000_NYISO_NIMO_8321264106.json,"454,310"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_5133882117,07/01/2018,06/11/2018,"2,504,363",05/22/2018,20171103121804985000_NYISO_NIMO_5133882117,20171103121804985000_NYISO_NIMO_5133882117.json,"20,235"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1291293109,07/01/2018,06/19/2018,"2,504,365",05/22/2018,20171103122400949000_NYISO_NIMO_1291293109,20171103122400949000_NYISO_NIMO_1291293109.json,"35,962"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_4798747103,07/01/2018,06/11/2018,"2,504,366",05/22/2018,20171103122201346000_NYISO_NIMO_4798747103,20171103122201346000_NYISO_NIMO_4798747103.json,"27,725"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_5595112105,07/01/2018,06/19/2018,"2,504,367",05/22/2018,20171103121905197000_NYISO_NIMO_5595112105,20171103121905197000_NYISO_NIMO_5595112105.json,"124,600"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_5695112107,07/01/2018,06/08/2018,"2,504,368",05/22/2018,20171103122904706000_NYISO_NIMO_5695112107,20171103122904706000_NYISO_NIMO_5695112107.json,"633,850"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8893287028,07/01/2018,06/19/2018,"2,504,369",05/22/2018,20171103122902102000_NYISO_NIMO_8893287028,20171103122902102000_NYISO_NIMO_8893287028.json,"27,675"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_2599432007,07/01/2018,06/19/2018,"2,504,372",05/22/2018,20171103122903456000_NYISO_NIMO_2599432007,20171103122903456000_NYISO_NIMO_2599432007.json,146
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0047545102,07/01/2018,06/19/2018,"2,504,373",05/22/2018,20171103121804899000_NYISO_NIMO_0047545102,20171103121804899000_NYISO_NIMO_0047545102.json,"28,229"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_4000025109,07/01/2018,06/19/2018,"2,504,374",05/22/2018,20171103122601236000_NYISO_NIMO_4000025109,20171103122601236000_NYISO_NIMO_4000025109.json,"90,891"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_1325135109,07/01/2018,06/08/2018,"2,504,376",05/22/2018,20171103121803227000_NYISO_NIMO_1325135109,20171103121803227000_NYISO_NIMO_1325135109.json,"446,330"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_8521264100,07/01/2018,06/08/2018,"2,504,378",05/22/2018,20171103122801502000_NYISO_NIMO_8521264100,20171103122801502000_NYISO_NIMO_8521264100.json,"1,016,700"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_9798746101,07/01/2018,06/08/2018,"2,504,379",05/22/2018,20171103122601501000_NYISO_NIMO_9798746101,20171103122601501000_NYISO_NIMO_9798746101.json,"1,347,300"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_2346324107,07/01/2018,06/19/2018,"2,504,382",05/22/2018,20171103122002165000_NYISO_NIMO_2346324107,20171103122002165000_NYISO_NIMO_2346324107.json,"330,010"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8341410113,07/01/2018,06/19/2018,"2,504,383",05/22/2018,20171103122801192000_NYISO_NIMO_8341410113,20171103122801192000_NYISO_NIMO_8341410113.json,"154,140"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_4189064019,07/01/2018,06/11/2018,"2,504,384",05/22/2018,20171103122501275000_NYISO_NIMO_4189064019,20171103122501275000_NYISO_NIMO_4189064019.json,"10,785,000"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1225135116,07/01/2018,06/19/2018,"2,504,385",05/22/2018,20171103122902298000_NYISO_NIMO_1225135116,20171103122902298000_NYISO_NIMO_1225135116.json,"29,940"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_5715112105,07/01/2018,06/19/2018,"2,504,387",05/22/2018,20171103122602528000_NYISO_NIMO_5715112105,20171103122602528000_NYISO_NIMO_5715112105.json,"79,208"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1505135107,07/01/2018,06/19/2018,"2,504,388",05/22/2018,20171103122803446000_NYISO_NIMO_1505135107,20171103122803446000_NYISO_NIMO_1505135107.json,"120,440"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8525135100,07/01/2018,06/19/2018,"2,504,395",05/22/2018,20171103122502890000_NYISO_NIMO_8525135100,20171103122502890000_NYISO_NIMO_8525135100.json,"30,846"
1-HDY8WT,1-HDIWYI,1,NYISO_NIMO_8128865107,07/01/2018,06/08/2018,"2,504,396",05/22/2018,20171106034704080000_NYISO_NIMO_8128865107,20171106034704080000_NYISO_NIMO_8128865107.json,"11,700,000"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_3005135109,07/01/2018,06/08/2018,"2,504,399",05/22/2018,20171103122401472000_NYISO_NIMO_3005135109,20171103122401472000_NYISO_NIMO_3005135109.json,"473,400"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0851293108,07/01/2018,06/19/2018,"2,504,402",05/22/2018,20171103122402994000_NYISO_NIMO_0851293108,20171103122402994000_NYISO_NIMO_0851293108.json,"271,650"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0989923104,07/01/2018,06/19/2018,"2,504,404",05/22/2018,20171103122201899000_NYISO_NIMO_0989923104,20171103122201899000_NYISO_NIMO_0989923104.json,"17,935"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_3780032101,07/01/2018,06/19/2018,"2,504,408",05/22/2018,20171103123003757000_NYISO_NIMO_3780032101,20171103123003757000_NYISO_NIMO_3780032101.json,"33,256"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1231293101,07/01/2018,06/19/2018,"2,504,409",05/22/2018,20171103123102746000_NYISO_NIMO_1231293101,20171103123102746000_NYISO_NIMO_1231293101.json,"38,566"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_3254921100,07/01/2018,06/19/2018,"2,504,411",05/22/2018,20171103122703657000_NYISO_NIMO_3254921100,20171103122703657000_NYISO_NIMO_3254921100.json,"158,630"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_6920032100,07/01/2018,06/11/2018,"2,504,412",05/22/2018,20171103122802098000_NYISO_NIMO_6920032100,20171103122802098000_NYISO_NIMO_6920032100.json,720
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_5895112101,07/01/2018,06/19/2018,"2,504,413",05/22/2018,20171103122402749000_NYISO_NIMO_5895112101,20171103122402749000_NYISO_NIMO_5895112101.json,"148,160"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_3109204009,07/01/2018,06/08/2018,"2,504,414",05/22/2018,20171103121803652000_NYISO_NIMO_3109204009,20171103121803652000_NYISO_NIMO_3109204009.json,"4,145,100"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8490125103,07/01/2018,06/19/2018,"2,504,415",05/22/2018,20171103121802135000_NYISO_NIMO_8490125103,20171103121802135000_NYISO_NIMO_8490125103.json,"148,950"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0057120028,07/01/2018,06/19/2018,"2,504,417",05/22/2018,20171107144602663000_NYISO_NIMO_0057120028,20171107144602663000_NYISO_NIMO_0057120028.json,"74,987"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0651293104,07/01/2018,06/19/2018,"2,504,419",05/22/2018,20171103122502992000_NYISO_NIMO_0651293104,20171103122502992000_NYISO_NIMO_0651293104.json,"322,370"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_7955114107,07/01/2018,06/11/2018,"2,504,420",05/22/2018,20171103123002065000_NYISO_NIMO_7955114107,20171103123002065000_NYISO_NIMO_7955114107.json,"1,444"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1851134016,07/01/2018,06/19/2018,"2,504,421",05/22/2018,20171103122401253000_NYISO_NIMO_1851134016,20171103122401253000_NYISO_NIMO_1851134016.json,"101,000"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_0450127107,07/01/2018,06/08/2018,"2,504,422",05/22/2018,20171103122701374000_NYISO_NIMO_0450127107,20171103122701374000_NYISO_NIMO_0450127107.json,"1,372,400"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_8400026108,07/01/2018,06/08/2018,"2,504,423",05/22/2018,20171103122904553000_NYISO_NIMO_8400026108,20171103122904553000_NYISO_NIMO_8400026108.json,"1,156,300"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_7715112107,07/01/2018,06/08/2018,"2,504,424",05/22/2018,20171103122001201000_NYISO_NIMO_7715112107,20171103122001201000_NYISO_NIMO_7715112107.json,"1,262,600"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8489911120,07/01/2018,06/19/2018,"2,504,426",05/22/2018,20171103122905490000_NYISO_NIMO_8489911120,20171103122905490000_NYISO_NIMO_8489911120.json,"31,916"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1037555106,07/01/2018,06/19/2018,"2,504,428",05/22/2018,20171103122403200000_NYISO_NIMO_1037555106,20171103122403200000_NYISO_NIMO_1037555106.json,"117,130"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_3657549108,07/01/2018,06/19/2018,"2,504,432",05/22/2018,20171103122101892000_NYISO_NIMO_3657549108,20171103122101892000_NYISO_NIMO_3657549108.json,"77,917"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_6795112100,07/01/2018,06/08/2018,"2,504,433",05/22/2018,20171103122204224000_NYISO_NIMO_6795112100,20171103122204224000_NYISO_NIMO_6795112100.json,"730,730"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_5535112107,07/01/2018,06/08/2018,"2,504,434",05/22/2018,20171103122502189000_NYISO_NIMO_5535112107,20171103122502189000_NYISO_NIMO_5535112107.json,"624,140"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1114922101,07/01/2018,06/19/2018,"2,504,435",05/22/2018,20171103122403958000_NYISO_NIMO_1114922101,20171103122403958000_NYISO_NIMO_1114922101.json,"37,487"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8941264104,07/01/2018,06/19/2018,"2,504,436",05/22/2018,20171103122702510000_NYISO_NIMO_8941264104,20171103122702510000_NYISO_NIMO_8941264104.json,"29,639"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_1491293103,07/01/2018,06/08/2018,"2,504,437",05/22/2018,20171103121801004000_NYISO_NIMO_1491293103,20171103121801004000_NYISO_NIMO_1491293103.json,"1,129,600"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_2985135100,07/01/2018,06/08/2018,"2,504,438",05/22/2018,20171103122401415000_NYISO_NIMO_2985135100,20171103122401415000_NYISO_NIMO_2985135100.json,"1,877,600"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0236315101,07/01/2018,06/19/2018,"2,504,441",05/22/2018,20171103122102075000_NYISO_NIMO_0236315101,20171103122102075000_NYISO_NIMO_0236315101.json,"3,285"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_7475115119,07/01/2018,06/11/2018,"2,504,442",05/22/2018,20171103122603601000_NYISO_NIMO_7475115119,20171103122603601000_NYISO_NIMO_7475115119.json,722
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_7515112112,07/01/2018,06/08/2018,"2,504,443",05/22/2018,20171103121903561000_NYISO_NIMO_7515112112,20171103121903561000_NYISO_NIMO_7515112112.json,"814,020"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_7295114105,07/01/2018,06/08/2018,"2,504,444",05/22/2018,20171103122503767000_NYISO_NIMO_7295114105,20171103122503767000_NYISO_NIMO_7295114105.json,"3,704,700"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_9658746107,07/01/2018,06/08/2018,"2,504,446",05/22/2018,20171103122804297000_NYISO_NIMO_9658746107,20171103122804297000_NYISO_NIMO_9658746107.json,"930,110"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1531293107,07/01/2018,06/19/2018,"2,504,447",05/22/2018,20171103122504216000_NYISO_NIMO_1531293107,20171103122504216000_NYISO_NIMO_1531293107.json,"49,272"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_7595112107,07/01/2018,06/08/2018,"2,504,449",05/22/2018,20171103122403736000_NYISO_NIMO_7595112107,20171103122403736000_NYISO_NIMO_7595112107.json,"1,316,400"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8318747132,07/01/2018,06/19/2018,"2,504,450",05/22/2018,20171103122804526000_NYISO_NIMO_8318747132,20171103122804526000_NYISO_NIMO_8318747132.json,"26,497"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_3960036107,07/01/2018,06/19/2018,"2,504,451",05/22/2018,20171103122903923000_NYISO_NIMO_3960036107,20171103122903923000_NYISO_NIMO_3960036107.json,"122,290"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_3779119017,07/01/2018,06/19/2018,"2,504,453",05/22/2018,20171103122703979000_NYISO_NIMO_3779119017,20171103122703979000_NYISO_NIMO_3779119017.json,"17,483"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0056315121,07/01/2018,06/19/2018,"2,504,454",05/22/2018,20171103122200987000_NYISO_NIMO_0056315121,20171103122200987000_NYISO_NIMO_0056315121.json,"5,467"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_9025135101,07/01/2018,06/19/2018,"2,504,456",05/22/2018,20171103121903944000_NYISO_NIMO_9025135101,20171103121903944000_NYISO_NIMO_9025135101.json,"519,710"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1894914116,07/01/2018,06/19/2018,"2,504,459",05/22/2018,20171103121803431000_NYISO_NIMO_1894914116,20171103121803431000_NYISO_NIMO_1894914116.json,"100,060"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0611293102,07/01/2018,06/19/2018,"2,504,460",05/22/2018,20171103121902162000_NYISO_NIMO_0611293102,20171103121902162000_NYISO_NIMO_0611293102.json,"86,024"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8041264106,07/01/2018,06/19/2018,"2,504,461",05/22/2018,20171103122703006000_NYISO_NIMO_8041264106,20171103122703006000_NYISO_NIMO_8041264106.json,"344,540"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8204594014,07/01/2018,06/19/2018,"2,504,462",05/22/2018,20171103122704139000_NYISO_NIMO_8204594014,20171103122704139000_NYISO_NIMO_8204594014.json,"9,855"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_0244102029,07/01/2018,06/08/2018,"2,504,464",05/22/2018,20171103122704668000_NYISO_NIMO_0244102029,20171103122704668000_NYISO_NIMO_0244102029.json,"1,793,700"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0770259008,07/01/2018,06/19/2018,"2,504,465",05/22/2018,20171103122102986000_NYISO_NIMO_0770259008,20171103122102986000_NYISO_NIMO_0770259008.json,"22,667"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_1511293101,07/01/2018,06/08/2018,"2,504,466",05/22/2018,20171103122604196000_NYISO_NIMO_1511293101,20171103122604196000_NYISO_NIMO_1511293101.json,"1,314,100"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_7941264103,07/01/2018,06/19/2018,"2,504,469",05/22/2018,20171103123001787000_NYISO_NIMO_7941264103,20171103123001787000_NYISO_NIMO_7941264103.json,"41,604"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_7225137116,07/01/2018,06/19/2018,"2,504,470",05/22/2018,20171103122901935000_NYISO_NIMO_7225137116,20171103122901935000_NYISO_NIMO_7225137116.json,"127,860"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0969923108,07/01/2018,06/19/2018,"2,504,471",05/22/2018,20171103121902859000_NYISO_NIMO_0969923108,20171103121902859000_NYISO_NIMO_0969923108.json,"19,926"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_1051293103,07/01/2018,06/08/2018,"2,504,472",05/22/2018,20171103122001091000_NYISO_NIMO_1051293103,20171103122001091000_NYISO_NIMO_1051293103.json,"536,650"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_8541264106,07/01/2018,06/08/2018,"2,504,473",05/22/2018,20171104125704750000_NYISO_NIMO_8541264106,20171104125704750000_NYISO_NIMO_8541264106.json,"643,570"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_0971293106,07/01/2018,06/08/2018,"2,504,474",05/22/2018,20171103122201797000_NYISO_NIMO_0971293106,20171103122201797000_NYISO_NIMO_0971293106.json,"660,640"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_7355112245,07/01/2018,06/19/2018,"2,504,476",05/22/2018,20171103122403567000_NYISO_NIMO_7355112245,20171103122403567000_NYISO_NIMO_7355112245.json,"399,270"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_7475112109,07/01/2018,06/08/2018,"2,504,479",05/22/2018,20171103122603446000_NYISO_NIMO_7475112109,20171103122603446000_NYISO_NIMO_7475112109.json,"520,190"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_6978164006,07/01/2018,06/08/2018,"2,504,480",05/22/2018,20171103122702273000_NYISO_NIMO_6978164006,20171103122702273000_NYISO_NIMO_6978164006.json,"805,100"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8481264115,07/01/2018,06/19/2018,"2,504,481",05/22/2018,20171103122905089000_NYISO_NIMO_8481264115,20171103122905089000_NYISO_NIMO_8481264115.json,"35,015"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0256315107,07/01/2018,06/19/2018,"2,504,482",05/22/2018,20171103121801645000_NYISO_NIMO_0256315107,20171103121801645000_NYISO_NIMO_0256315107.json,"4,564"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_0913882112,07/01/2018,06/11/2018,"2,504,484",05/22/2018,20171103122201698000_NYISO_NIMO_0913882112,20171103122201698000_NYISO_NIMO_0913882112.json,"223,640"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_9041264107,07/01/2018,06/08/2018,"2,504,485",05/22/2018,20171103122702777000_NYISO_NIMO_9041264107,20171103122702777000_NYISO_NIMO_9041264107.json,"1,094,400"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1017041003,07/01/2018,06/19/2018,"2,504,487",05/22/2018,20171103123001630000_NYISO_NIMO_1017041003,20171103123001630000_NYISO_NIMO_1017041003.json,"301,030"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_6695115109,07/01/2018,06/19/2018,"2,504,488",05/22/2018,20171103122204044000_NYISO_NIMO_6695115109,20171103122204044000_NYISO_NIMO_6695115109.json,"162,680"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0216315105,07/01/2018,06/19/2018,"2,504,489",05/22/2018,20171103121904779000_NYISO_NIMO_0216315105,20171103121904779000_NYISO_NIMO_0216315105.json,"10,369"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1071293109,07/01/2018,06/19/2018,"2,504,490",05/22/2018,20171103122100969000_NYISO_NIMO_1071293109,20171103122100969000_NYISO_NIMO_1071293109.json,"44,709"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1191293107,07/01/2018,06/19/2018,"2,504,491",05/22/2018,20171103122001540000_NYISO_NIMO_1191293107,20171103122001540000_NYISO_NIMO_1191293107.json,"33,256"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1485135109,07/01/2018,06/19/2018,"2,504,492",05/22/2018,20171103122101333000_NYISO_NIMO_1485135109,20171103122101333000_NYISO_NIMO_1485135109.json,"76,904"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_1513880120,07/01/2018,06/11/2018,"2,504,493",05/22/2018,20171103122703180000_NYISO_NIMO_1513880120,20171103122703180000_NYISO_NIMO_1513880120.json,"17,073,000"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_8081264108,07/01/2018,06/19/2018,"2,504,494",05/22/2018,20171103122001582000_NYISO_NIMO_8081264108,20171103122001582000_NYISO_NIMO_8081264108.json,"32,456"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_2005139106,07/01/2018,06/19/2018,"2,504,495",05/22/2018,20171103121801528000_NYISO_NIMO_2005139106,20171103121801528000_NYISO_NIMO_2005139106.json,"112,070"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_1365135101,07/01/2018,06/19/2018,"2,504,497",05/22/2018,20171103122202543000_NYISO_NIMO_1365135101,20171103122202543000_NYISO_NIMO_1365135101.json,"102,560"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_0120073001,07/01/2018,06/08/2018,"2,504,498",05/22/2018,20171103122704581000_NYISO_NIMO_0120073001,20171103122704581000_NYISO_NIMO_0120073001.json,"1,896,800"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_0156315105,07/01/2018,06/19/2018,"2,504,499",05/22/2018,20171103122805205000_NYISO_NIMO_0156315105,20171103122805205000_NYISO_NIMO_0156315105.json,"4,598"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_3484846007,07/01/2018,06/19/2018,"2,504,500",05/22/2018,20171103123003752000_NYISO_NIMO_3484846007,20171103123003752000_NYISO_NIMO_3484846007.json,"24,513"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_4791068001,07/01/2018,06/08/2018,"2,504,501",05/22/2018,20171103122501660000_NYISO_NIMO_4791068001,20171103122501660000_NYISO_NIMO_4791068001.json,"2,059,200"
1-HDY8Z5,1-HDIWZD,1,NYISO_NIMO_1413879116,07/01/2018,06/11/2018,"2,504,503",05/22/2018,20171103122902660000_NYISO_NIMO_1413879116,20171103122902660000_NYISO_NIMO_1413879116.json,"22,691"
1-HDY8PQ,1-HDJ98G,1,NYISO_NIMO_1391293101,07/01/2018,06/08/2018,"2,504,504",05/22/2018,20171103122001941000_NYISO_NIMO_1391293101,20171103122001941000_NYISO_NIMO_1391293101.json,"596,750"
1-HEWIJV,1-HDELF8,2,NYISO_NIMO_9996314105,07/01/2018,06/19/2018,"2,504,505",05/22/2018,20171103122701162000_NYISO_NIMO_9996314105,20171103122701162000_NYISO_NIMO_9996314105.json,"4,499"
